id,comuna,sexo,edad,P1,P1_other,P2_1,P2_2,P2_3,P2_4,P2_5,P2_6,P3a,P3b,P4_1,P4_2,P4_3,P4_4,P4_5,P4_6,P4_7,P4_8,P4_9,P4_10,P4_11,P5_1,P5_2,P5_3,P5_4,P5_5,P5_6,P6,P7a,P7b,P8_1,P8_2,P8_3,P8_4,P8_5,P8_6,P8_7,P9_1,P9_2,P9_3,P9_4,P10,P11a,P11b,P12,P13,P14,P15_1,P15_2,P15_3,P15_4,P16_1,P16_2,P16_3,P16_4,P16_5,P16_6,P16_7,P16_8,P17_1,P17_2,P17_3,P17_4,P17_5,P17_6,P17_7,P17_8,P17_9,eduentre,trabajo,estudio,edujefe,ocujefe,bienes_1,bienes_2,bienes_3,bienes_4,bienes_5,bienes_6,bienes_7,bienes_8,bienes_9,bienes_10,nedad,CUOTA,REGION,regiones,zonas,NSE,TNSE,NSE2,POND
439,Quilicura,Mujer,19,Drogadicción,empty,Muy violento,Muy violento,Muy violento,Muy violento,Muy violento,Muy violento,Alcohol y drogas,Celos,Algo aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Algo aceptable,Algo aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Desacuerdo,Desacuerdo,Desacuerdo,Acuerdo,Acuerdo,Desacuerdo,No,Programas de reportajes,Programas de farándula,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,No,Por miedo,Por considerar que lo que pasó no es tan grave y que las cosas cambiarán,Buscarías apoyo psicológico o de expertos en el tema,Un problema privado que debe ser solucionado por la pareja,No conoce,#NULL!,#NULL!,#NULL!,#NULL!,Poco frecuente,Frecuente,Poco frecuente,Frecuente,Muy frecuente,Poco frecuente,Frecuente,Poco frecuente,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,Sí le ha pasado,No le ha pasado,No le ha pasado,Media completa,Si,Si,Tecnica superior incompleta,Empleado administrativo medio y bajo vendedor secretaria técnico especializado profesor,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,15-19,M 15-19,13,Santiago,RM,C3,Medio,C3,0.703643141
440,Maipú,Hombre,16,Falta de educación de calidad,empty,Algo violento,Algo violento,Muy violento,Muy violento,Algo violento,Algo violento,Problemas psicológicos,El machismo de la sociedad chilena,Algo aceptable,Algo aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Algo aceptable,Algo aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Algo aceptable,Desacuerdo,Desacuerdo,Desacuerdo,Desacuerdo,Desacuerdo,Desacuerdo,No,Teleseries,Programas de farándula,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,No es para denunciar a Carabineros,No es para denunciar a Carabineros,No es para denunciar a Carabineros,Sí es para denunciar a Carabineros,No,Por miedo,No sabe,Tratarías de mantener la relación,Un problema privado que debe ser solucionado por la pareja,No conoce,#NULL!,#NULL!,#NULL!,#NULL!,Frecuente,Frecuente,Poco frecuente,Frecuente,Frecuente,Frecuente,Frecuente,Muy frecuente,Sí le ha pasado,No le ha pasado,No le ha pasado,Sí le ha pasado,Sí le ha pasado,No le ha pasado,Sí le ha pasado,No le ha pasado,Sí le ha pasado,Media incompleta,Si,Si,Postgrado magister doctorado,Ejecutivo medio (sub / gerente) gerente general empresa media o pequeña profesional carrera tradicional,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,15-19,H 15-19,13,Santiago,RM,ABC1,Alto,ABC1,0.768740633
441,Concepción,Hombre,18,Violencia,empty,Muy violento,Muy violento,Muy violento,Muy violento,Muy violento,Muy violento,Historia de violencia en la familia,Problemas psicológicos,Algo aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Algo aceptable,Nada aceptable,Algo aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Acuerdo,Desacuerdo,Acuerdo,Acuerdo,Acuerdo,Acuerdo,Sí,Programas juveniles,Programas de farándula,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,No es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,No,Por miedo,Por considerar que lo que pasó no es tan grave y que las cosas cambiarán,Buscarías ayuda con gente de confianza,Un problema social que debe ser solucionado con ayuda de amigos familiares y las instituciones,Sí conoce,Sí,No,No,No,Frecuente,Muy frecuente,Frecuente,Muy frecuente,Frecuente,Frecuente,Poco frecuente,Frecuente,Sí le ha pasado,No le ha pasado,No le ha pasado,Sí le ha pasado,Sí le ha pasado,No le ha pasado,Sí le ha pasado,No le ha pasado,Sí le ha pasado,Universitaria incompleta (1 a 3 años de estudio),No,No,Media completa,Empleado administrativo medio y bajo vendedor secretaria técnico especializado profesor,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,15-19,H 15-19,8,Regiones,Sur,C3,Medio,C3,2.188069782
442,Pudahuel,Mujer,21,Falta de educación de calidad,empty,Algo violento,Algo violento,Muy violento,Muy violento,Algo violento,Muy violento,Infidelidad,Celos,Bastante aceptable,Bastante aceptable,Bastante aceptable,Bastante aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Bastante aceptable,Bastante aceptable,Algo aceptable,Nada aceptable,Desacuerdo,Desacuerdo,Desacuerdo,Acuerdo,Desacuerdo,Desacuerdo,No,Teleseries,Programas de farándula,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,No,Por miedo,Por los hijos/as,Denunciarías en carabineros,Un problema privado que debe ser solucionado por la pareja,Sí conoce,Sí,Sí,No,No,Poco frecuente,Poco frecuente,Muy frecuente,Muy frecuente,Muy frecuente,Poco frecuente,Muy frecuente,Muy frecuente,No le ha pasado,Sí le ha pasado,No le ha pasado,Sí le ha pasado,No le ha pasado,No le ha pasado,Sí le ha pasado,No le ha pasado,No le ha pasado,Universitaria completa,No,Si,Media completa,Empleado administrativo medio y bajo vendedor secretaria técnico especializado profesor,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,20-24,M 20-24,13,Santiago,RM,C3,Medio,C3,0.705422293
443,La Serena,Mujer,20,Falta de educación de calidad,empty,Muy violento,Muy violento,Muy violento,Muy violento,Algo violento,Muy violento,Historia de violencia en la familia,El machismo de la sociedad chilena,Algo aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Algo aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Acuerdo,Desacuerdo,Acuerdo,Acuerdo,Acuerdo,Ni de acuerdo ni en desacuerdo,Sí,Teleseries,Programas de farándula,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,No,Por miedo,Por vergüenza,Denunciarías en carabineros,Un problema social que debe ser solucionado con ayuda de amigos familiares y las instituciones,No conoce,#NULL!,#NULL!,#NULL!,#NULL!,Poco frecuente,Frecuente,Poco frecuente,Muy frecuente,Poco frecuente,Poco frecuente,Poco frecuente,Frecuente,Sí le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,Sí le ha pasado,No le ha pasado,Sí le ha pasado,Universitaria incompleta (1 a 3 años de estudio),No,Si,Universitaria completa,Ejecutivo medio (sub / gerente) gerente general empresa media o pequeña profesional carrera tradicional,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,20-24,M 20-24,4,Regiones,Norte,ABC1,Alto,ABC1,0.370606828
444,Lota,Hombre,22,Violencia,empty,Muy violento,Muy violento,Muy violento,Muy violento,Algo violento,Algo violento,Alcohol y drogas,Celos,Nada aceptable,Algo aceptable,Nada aceptable,Nada aceptable,Algo aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Acuerdo,Desacuerdo,Acuerdo,Acuerdo,Acuerdo,Desacuerdo,No sabe,Noticias,Programas de reportajes,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,No,Por miedo,Por los hijos/as,No sabe,Un problema privado que debe ser solucionado por la pareja,No conoce,#NULL!,#NULL!,#NULL!,#NULL!,Frecuente,Frecuente,Poco frecuente,Frecuente,Frecuente,Frecuente,Frecuente,Frecuente,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,Sí le ha pasado,No le ha pasado,No le ha pasado,Universitaria incompleta (1 a 3 años de estudio),No,Si,Media completa,Trabajo menores ocasionales e informales,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,20-24,H 20-24,8,Regiones,Sur,D,Bajo,D+E,5.207096562
445,Temuco,Mujer,26,Falta de educación de calidad,empty,Algo violento,Muy violento,Muy violento,Muy violento,Poco violento,Algo violento,Alcohol y drogas,Celos,Algo aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Algo aceptable,Algo aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Ni de acuerdo ni en desacuerdo,Desacuerdo,Acuerdo,Acuerdo,Acuerdo,Ni de acuerdo ni en desacuerdo,No,Programas de farándula,No sabe,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,No es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,No,Por los hijos/as,Por considerar que lo que pasó no es tan grave y que las cosas cambiarán,Buscarías ayuda con gente de confianza,Un problema social que debe ser solucionado con ayuda de amigos familiares y las instituciones,Sí conoce,Sí,No,Sí,Sí,Poco frecuente,Frecuente,Nada frecuente,Poco frecuente,Poco frecuente,Poco frecuente,Nada frecuente,Frecuente,Sí le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,Sí le ha pasado,No le ha pasado,No le ha pasado,Técnica superior completa,No,No,Universitaria completa,Ejecutivo medio (sub / gerente) gerente general empresa media o pequeña profesional carrera tradicional,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,25-29,M 25-29,9,Regiones,Sur,ABC1,Alto,ABC1,0.75754559
446,Padre las Casas,Mujer,25,Falta de educación de calidad,empty,Muy violento,Muy violento,Muy violento,Muy violento,Muy violento,Muy violento,Alcohol y drogas,Problemas psicológicos,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Algo aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Acuerdo,Desacuerdo,Desacuerdo,Desacuerdo,Acuerdo,Acuerdo,No,Noticias,Teleseries,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,No es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,No,Por los hijos/as,Por el lazo emocional con la persona agresora,Buscarías apoyo psicológico o de expertos en el tema,Un problema social que debe ser solucionado con ayuda de amigos familiares y las instituciones,No conoce,#NULL!,#NULL!,#NULL!,#NULL!,Poco frecuente,Poco frecuente,Nada frecuente,Nada frecuente,Nada frecuente,Poco frecuente,Nada frecuente,Frecuente,Sí le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,Sí le ha pasado,No le ha pasado,Sí le ha pasado,Universitaria incompleta (1 a 3 años de estudio),No,Si,Tecnica superior incompleta,Empleado administrativo medio y bajo vendedor secretaria técnico especializado profesor,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,25-29,M 25-29,9,Regiones,Sur,C3,Medio,C3,0.774655827
447,Maipú,Mujer,15,Falta de educación de calidad,empty,Algo violento,Muy violento,Muy violento,Muy violento,Algo violento,Muy violento,Infidelidad,Celos,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Algo aceptable,Algo aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Algo aceptable,Desacuerdo,Desacuerdo,Desacuerdo,Desacuerdo,Acuerdo,Desacuerdo,Sí,Teleseries,Programas de farándula,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,No,Por miedo,Por el lazo emocional con la persona agresora,Buscarías ayuda con gente de confianza,Un problema privado que debe ser solucionado por la pareja,No conoce,#NULL!,#NULL!,#NULL!,#NULL!,Poco frecuente,Frecuente,Muy frecuente,Frecuente,Frecuente,Poco frecuente,Poco frecuente,Muy frecuente,No le ha pasado,No le ha pasado,No le ha pasado,Sí le ha pasado,Sí le ha pasado,No le ha pasado,Sí le ha pasado,Sí le ha pasado,No le ha pasado,Media incompleta,No,Si,Media completa,Empleado administrativo medio y bajo vendedor secretaria técnico especializado profesor,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,15-19,M 15-19,13,Santiago,RM,C3,Medio,C3,0.703643141
448,Valparaíso,Mujer,21,Falta de educación de calidad,empty,Muy violento,Muy violento,Muy violento,Muy violento,Algo violento,Algo violento,Infidelidad,Celos,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Algo aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Acuerdo,Ni de acuerdo ni en desacuerdo,Acuerdo,Acuerdo,Acuerdo,Acuerdo,Sí,Noticias,Teleseries,De acuerdo,En desacuerdo,En desacuerdo,No sabe,De acuerdo,De acuerdo,De acuerdo,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,No,Por miedo,Por el lazo emocional con la persona agresora,Buscarías ayuda con gente de confianza,Un problema social que debe ser solucionado con ayuda de amigos familiares y las instituciones,Sí conoce,Sí,Sí,Sí,Sí,Muy frecuente,Frecuente,Poco frecuente,Frecuente,Frecuente,Poco frecuente,Frecuente,Frecuente,Sí le ha pasado,Sí le ha pasado,Sí le ha pasado,No le ha pasado,Sí le ha pasado,Sí le ha pasado,Sí le ha pasado,Sí le ha pasado,Sí le ha pasado,Universitaria incompleta (1 a 3 años de estudio),Si,Si,Universitaria completa,Desempleado,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Sí,No,20-24,M 20-24,5,Regiones,Centro,C3,Medio,C3,0.66022647
449,Quilpué,Hombre,16,Drogadicción,empty,Muy violento,Algo violento,Muy violento,Muy violento,Algo violento,Nada violento,Alcohol y drogas,Historia de violencia en la familia,Bastante aceptable,Bastante aceptable,Algo aceptable,Bastante aceptable,Algo aceptable,Algo aceptable,Algo aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Algo aceptable,Acuerdo,Desacuerdo,Desacuerdo,Acuerdo,Acuerdo,Acuerdo,Sí,Teleseries,Programas de farándula,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,No,Por miedo,Por los hijos/as,Buscarías ayuda con gente de confianza,Un problema social que debe ser solucionado con ayuda de amigos familiares y las instituciones,No conoce,#NULL!,#NULL!,#NULL!,#NULL!,Frecuente,Frecuente,Frecuente,Frecuente,Poco frecuente,Poco frecuente,Frecuente,Frecuente,Sí le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,Sí le ha pasado,No le ha pasado,Sí le ha pasado,Media incompleta,No,Si,Media completa,Empleado administrativo medio y bajo vendedor secretaria técnico especializado profesor,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,15-19,H 15-19,5,Regiones,Centro,C3,Medio,C3,0.73573871
450,Lo Espejo,Mujer,24,Falta de trabajo,empty,Algo violento,Algo violento,Muy violento,Muy violento,Algo violento,Algo violento,Problemas psicológicos,El machismo de la sociedad chilena,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Algo aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Acuerdo,Acuerdo,Desacuerdo,Desacuerdo,Acuerdo,Desacuerdo,No,Noticias,Teleseries,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,No,Por miedo,Por dependencia económica,Denunciarías en carabineros,Un problema social que debe ser solucionado con ayuda de amigos familiares y las instituciones,No conoce,#NULL!,#NULL!,#NULL!,#NULL!,Poco frecuente,Poco frecuente,Poco frecuente,Nada frecuente,Poco frecuente,Poco frecuente,Nada frecuente,Muy frecuente,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,Sí le ha pasado,No le ha pasado,Sí le ha pasado,No le ha pasado,Universitaria completa,Si,No,Media completa,Oficio menor obrero no calificado jornalero servicio doméstico con contrato,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,20-24,M 20-24,13,Santiago,RM,D,Bajo,D+E,1.103664584
451,Pudahuel,Mujer,29,Violencia,empty,Muy violento,Muy violento,Muy violento,Muy violento,Poco violento,Poco violento,Celos,El machismo de la sociedad chilena,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Algo aceptable,Bastante aceptable,Nada aceptable,Nada aceptable,Algo aceptable,Nada aceptable,Algo aceptable,Acuerdo,Desacuerdo,Acuerdo,Acuerdo,Acuerdo,Acuerdo,Sí,Teleseries,Programas de farándula,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,No,Por miedo,Por considerar que lo que pasó no es tan grave y que las cosas cambiarán,Denunciarías en carabineros,Un problema social que debe ser solucionado con ayuda de amigos familiares y las instituciones,Sí conoce,Sí,No,Sí,No,Muy frecuente,Muy frecuente,Muy frecuente,Muy frecuente,Frecuente,Frecuente,Frecuente,Muy frecuente,No le ha pasado,No le ha pasado,Sí le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,Sí le ha pasado,No le ha pasado,Sí le ha pasado,Media completa,No,Si,Universitaria completa,Trabajo menores ocasionales e informales,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,25-29,M 25-29,13,Santiago,RM,C3,Medio,C3,0.863617275
452,Pudahuel,Hombre,18,Drogadicción,empty,Muy violento,Muy violento,Muy violento,Muy violento,Muy violento,Muy violento,Alcohol y drogas,El machismo de la sociedad chilena,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Algo aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Desacuerdo,Desacuerdo,Desacuerdo,Desacuerdo,Desacuerdo,Desacuerdo,No,Programas juveniles,Programas de farándula,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,No,Por miedo,Por los hijos/as,Buscarías ayuda con gente de confianza,Un problema social que debe ser solucionado con ayuda de amigos familiares y las instituciones,No conoce,#NULL!,#NULL!,#NULL!,#NULL!,Nada frecuente,Frecuente,Frecuente,Poco frecuente,Muy frecuente,Frecuente,Muy frecuente,Muy frecuente,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,Sí le ha pasado,No le ha pasado,No le ha pasado,Técnica superior completa,No,No,Universitaria completa,Trabajo menores ocasionales e informales,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,15-19,H 15-19,13,Santiago,RM,C3,Medio,C3,0.786103727
